id,title,date,summary,fulltext
13201214807,"Appendicitis Alaska, Denali, West Buttress",2018,"On June 4, mountaineering ranger Dan Corn and his team assessed a 23-year-old male for stomach pain at the 14,200-foot camp. The climber and Corn decided that self-evacuation to base camp was the b..."
13201214728,"Frostbite Alaska, Denali, West Buttress",2018,"On May 27, a 53-year-old male, climbing solo, sustained frostbite injuries to all ten of his fingers while ascending from the 14,200-foot camp toward the 17,200-foot camp on the West Buttress. At 9..."
13201213439,"Fall on Snow Alaska, Denali, West Buttress",2015,"On June 29, Alpine Ascents International (ALP)-9 was descending the fixed ropes after a stay at the 17,200-foot camp. Toward the bottom of the fixed lines, at about 15,400&nbsp;feet, one of the clients ..."
13201215858,"Leader Fall on Rock — Flipped Upside Down Alaska, Hatcher Pass, The Monolith",2021,"On July 14, I met up with two partners to climb some trad routes in Hatcher Pass. I had been leading trad for more than four years and regularly traveled outside of Alaska to get practice outside o..."
13201100300,"Avalanche, Underestimated Hazard, Poor Position Alaska, Deltas, Canwell Glacier",2011," About mid-day on February 27, we (author and two others) parked at Miller Creek and began skinning up through sustained high winds towards the terminus of the Canwell Glacier. While skinning on t..."
13201214350,"Stranded on Mt. Hunter by Avalanche Danger Alaska, Mt. Hunter, West Ridge",2017,"A climber departed Talkeetna on January 21 for a planned 65-day winter solo expedition on the west ridge of Mt. Hunter. At 7 a.m. on April 1, the Alaska Region Communication Center (ARCC) received ..."
13198702800,"Acute Mountain Sickness, Ascending Too Fast, Fatigue, Weather, Miscommunication, Inadequate Equipment Alaska, Mt. McKinley",1987,"On June 5,1986, a seven member Korean-American Expedition flew into the Kahiltna Glacier to climb the Cassin Ridge. The party planned on separating into three groups with a party of two and three a..."
13201215559,"Frostbite Alaska, Denali, Upper West Rib",2020,"On May 25, a solo 36-year-old male climber was treated for severe frostbite injuries to his fingers and hands. This climber ascended and descended the Upper West Rib climbing route over approximate..."
13201213490,"Crevasse Fall – Climbing Unroped Alaska, Hayes Range, Trident Glacier",2016," Sarah Hart walks across the Trident Glacier shortly before the author's crevasse fall. Base camp is visible on the right. Sarah Hart, 35, and I, 32, intended to c..."
13201215560,"Avalanche and Long Fall Alaska, Kahiltna Queen, West Face",2020,"On May 28, a 30-year-old male skier fell 700 meters after triggering an avalanche on Kahiltna Queen (a.k.a. Humble Peak). The patient and two companions (all very experienced ski mountaineers) had ..."
13201215157,"Rockfall – Impacted by Tumbling Rock Alaska, Hayes Range, Mt. Skarland",2019,"On May 12, I (female, age 35) was scrambling up Mt. Skarland (10,315 feet) in the eastern Hayes Range when a boulder, approximately two feet in diameter, was dislodged by a climber above and struck..."
13201212992,"Fall on Snow Alaska, Mt. McKinley, West Buttress",2014,"About 5 p.m. on June 23, a female client (28) on the AMS-Hamill expedition fell while negotiating the bergschrund at the base of the fixed lines at 15,400 feet on Denali’s West Buttress route. At t..."
13201100702,"Fall on Rock, Climbing Alone and Unroped, Placed No Protection Alaska, Mount McKinley, West Rib",2011," On May 26, solo climber Luc Benoit (40) sustained an un-roped fall of approximately 1000 feet down the West Rib. The next day Ranger Tucker Chenoweth flew with pilot Andy Hermansky in the contrac..."
13201213402,"Fall on Snow — Climbing Unroped Alaska, Chugach State Park, Mt. Yukla",2016,"On Sunday, January 18, 24-year-old Dasan Marshall fell to his death on the north face of 7,535-foot Mt. Yukla in Chugach State Park. He was attempting a variation of the route No Call, No Show with..."
13201214811,"Avalanche and Knee Injury Alaska, Denali, West Buttress, Rescue Gully",2018,"On the afternoon of June 16, a 28-year-old male triggered and was subsequently caught in an avalanche while skiing the Rescue Gully, below 17,200-foot camp on the West Buttress Route. During a tumb..."
13201212991,"HAPE Alaska, Mt. McKinley, West Buttress",2014,"On June 2, a client (43) on a guided trip was evacuated with a severe case of high-altitude pulmonary edema (HAPE). The guides had contacted rangers about one of their clients who seemed to be exhi..."
13201215155,"Fall on Skis – Skiing With Loaded Sled Alaska, Denali National Park, Kahiltna Glacier",2019,"On the evening of June 3, two climbers were descending toward base camp on skis. One of the climbers fell after being pulled to the side by his gear sled. The 51-year-old climber reported feeling a..."
13201202002,"Illness — Cardiac Difficulties Alaska, Mount McKinley, West Buttress",2012," On June 7 at 0836, an NPS mountaineering patrol enroute to the high camps encountered a 58 year-old male climber at approximately 7,000 feet on the Kahiltna Glacier experiencing significant chest..."
13201212394,"Fall on Rock – Rappel Anchor Failure Alaska, Denali National Park, Mooses Tooth",2013," On April 20 a party of three Japanese climbers set up a rappel on the route Shaken Not Stirred on the Mooses Tooth. The rappel anchor was a sling around a horn of rock. This anchor failed, resu..."
13201212990,"Fall on Snow Alaska, Mt. McKinley, Denali Pass",2014,"On May 28 a team of five Polish climbers fell while descending the upper mountain above Denali Pass. They descended on their own power to the 17,200- foot camp on the West Buttress route and contac..."
13201212993,"Fall on Snow - Pulled Off By Teammates Alaska, Mt. McKinley, West Buttress",2014,"On July 7, Lilia Telenkevic (46), an experienced client on the Mt-19-7 Summits expedition, was pulled off her feet by her rope team while descending below the fixed lines, at around 15,000 feet, on..."
13201216209,"Avalanche Alaska, Neacola Mountains, Mt. Neacola",2022,"Less than two weeks prior to completing the first ascent of the 4,600-foot north face of Mt. Neacola (5.10 A2 M6), a trio of New Hampshire-based climbers were nearly killed in an avalanche. On Apr..."
13201202001,"Altitude Illness, Exhaustion, Climbing Alone — Separated from Party Alaska, Mount McKinley, Denali Pass",2012," On June 6 at 2000, Park Ranger Tucker Chenoweth was descending from 19,500 feet with four volunteers when they observed solo climber Zeljko Dulic (27), of the Expedition Serbia Denali, who appea..."
13201202200,"Fall on Snow, Climbing Alone in Severe Weather Conditions Alaska, Mount McKinley, West Buttress",2012," On the evening of June 28, a guided group at high camp radioed NPS rangers at the 14,200-foot camp to report that a solo climber had been on the upper mountain for more than 24 hours and had not ..."
13201215567,"Rappel Anchor Failure Alaska, Juneau Icefield, Mendenhall Towers",2020," Southeast buttress of Main Tower in the Mendenhall Towers. (1) Location of rappel anchor that failed. (2) Ledge where rappeller landed after anchor failure and eventually was rescued by helicopte..."
13201101100,"Fall on Ice/Rock, Protection Pulled Out, Placed Inadequate Protection Alaska, Mount McKinley, Cassin Ridge",2011," On June 7, Belgian climber Joris Van Reeth of Borgerhout (27) was killed in a fall while climbing the Cassin Ridge. He was leading a highly technical section of the route known as the Japanese Co..."
13201201500,"Fall on Snow&nbsp;— Unable to Self-Arrest, Climbing Unroped Alaska, Mt. McKinley, Denali Pass",2012," On the morning of May 16 at 0545, the Angolo Dell’ Avventura Expedition team of Luciano Colombo (67), Mauro Colombo, and Paolo Civera left the 17,200-foot camp for a summit attempt. While gearing..."
13201216210,"Fatal Crevasse Fall Alaska, Denali National Park, Eldridge Glacier",2022,"On May 1, a 23-year-old female and 28-year-old male flew onto the South Spur of the Eldridge Glacier with the intent of exploring ski mountaineering objectives in the vicinity. This spur of the Eld..."
13201201600,"Avalanche — Fall on Snow Alaska, Denali National Park, Mount Frances",2012," On May 23 two Japanese climbers, Jiro Kurihara (33) and Junya Shiraishi (28), were reported a day overdue after they left Denali Base Camp in an attempt to climb Mount Frances a few days prior. N..."
13201202300,"HAPE/HACE, Failure to Descend Alaska, Mount McKinley, Browne Tower",2012," On the morning of June 29, Russian and American climbers Alexander Kharkovskiy (52) and Sergie Loz (58) began ascending from Browne Tower to an intended high camp on the upper Harper Glacier. An ..."
13201216211,"Falling Ice — Fatality Alaska, Denali West Face of Reality Ridge",2022,"On May 13, Denali mountaineering rangers received an SOS message from a Garmin inReach satellite device. At 6:01 a.m., rangers began two-way communications with a climbing party comprised of Climbe..."
13201215152,"Fall On Snow – Inadequate Protection Alaska, Denali National Park, Denali, West Buttress Route",2019," Aerial view of Denali, showing approximate locations of (1) the crevasse into which two climbers slid on May 20, (2) the West Buttress, and(3) the 14,200-foot camp. NPS Photo..."
13201201700,"Fall on Snow — Failure to Clip in to Fixed Rope  Alaska, Mount McKinley, Denali Pass",2012," Early in the day on May 25, several groups went for a summit attempt from the 17,200-foot camp. The Alpine Ascents guide stopped by the NPS tent to let Rangers know that they would be attempting ..."
13201213795,"River Crossing – Fatigue Alaska, Brooks Range, Arctic National Wildlife Refuge",2016,"Four friends—Dave, Edward, Greg, and Jill—planned to attempt Mt. Itso (8,975 feet) in the Brooks Range. The group flew to the upper Jago River landing site and crossed the river without incident. A..."
13201212417,"Cardiac Condition - Failure to Inform Guide Service Alaska, Denali National Park, Mt. McKinley, West Buttress",2013," On May 27, Alpine Ascents International (ALP) lead guide Sarah Carpenter of expedition Alp-3-Carpenter arranged to have a 68-year-old client looked after at the 14,200-foot camp by Alaska Mounta..."
13201215144,"Carbon Monoxide Poisoning Alaska, Denali National Park, Denali, West Buttress Route",2019,"On the evening of June 6, NPS rangers were alerted about a climber who was unresponsive and experiencing seizures in 14,200-foot camp. This 40-year-old male had been pulled from his tent when his c..."
13201215154,"Severe Altitude Illness – Two Contrasting Cases Alaska, Denali National Park, Denali, West Buttress Route",2019,"On June 25, a 59-year-old male from a guided expedition descended from 17,200-foot camp with high altitude pulmonary edema (HAPE). This climber had spent two nights at that elevation until his shor..."
13201215149,"Leader Fall on Ice Alaska, Denali National Park, West Kahiltna Peak",2019,"At 9:42 a.m. on April 14, rangers were notified about an injured climber by a local air taxi service that had received a text from the climbing team’s Garmin inReach device. The team of three repor..."
13201215156,"Frostbite Alaska, Denali National Park, Denali, West Buttress Route",2019,"On June 4, a guided group summited Denali via the West Buttress climbing route. The lead guide reported that “…temperatures were between -10°F and -20°F. Once above Denali Pass, winds were estimate..."
13201212989,"Fall Into Crevasse - Traveling Unroped on a Glacier Alaska, St. Elias Range, Middle Peak",2014,"At the end of March, I (Colin Haley, 28) left for a climbing trip in Alaska’s St. Elias Range with Portlanders John Frieh and Daniel Harro. We were flown into the range by Paul Claus midday on Apri..."
13201212431,"Avalanche, Weather, Poor Position Alaska, Denali National Park, Mt. McKinley, West Buttress",2013," On June 12, a four-person rope team triggered an avalanche and was swept a short distance while traveling just below the fixed-lines area on Denali’s West Buttress, at the 15,400-foot level. Th..."
13201215859,"Multiple Avalanches — Poor Position, Rope Cut, Anchor Tether Failure Alaska, Chugach Mountains, Pioneer Peak",2021,"Pioneer Peak looms over the Knik River, northeast of Anchorage. The north face is a broad pyramid laced with gullies, starting at 500 feet above sea level and rising to the summit at 6,398 feet. Th..."
13201100800,"Avalanche Alaska, Denali National Park, Werewolf/Hut Towers, Freezy Nuts",2011," On May 24, four members of an expedition were flown on to the Ruth Glacier with the intent to climb several surrounding snow and ice routes. Weather conditions in the area (4,500 feet) were unse..."
13201201200,"Ice Avalanche Alaska, Denali National Park, Moose's Tooth, Root Canal Glacier",2012," On April 24, Ben Kiessel (27), Chris Scharf (38) and Chris Lackey (39) landed on the Root Canal Glacier below the South Face of the Moose’s Tooth with the intention of climbing the “Ham and Eggs”..."
13201212401,"Fall on Snow, Climbing Unroped Alaska, Denali National Park, Mt. Mckinley, West Buttress",2013," Steffen Machulka (49) was a member of the three-person German climbing team “Die Bahner.” On May 18 the team was on the eighth day of the expedition and was moving from the 14,200-foot camp to ..."
13201212529,"HAPE (Two Cases), Appendicitis (One Case) Alaska, Denali National Park, Mt. McKinley, West Buttress",2013," On June 16, a guided climber (53) descending from the summit of Denali began experiencing signs and symptoms of HAPE. The climber was able to descend to Denali Pass, at 18,200 feet, but could no..."
13200700902,"Overdue Climbers—Disappeared, Probably Perished in a Snow Cave from Hypothermia and/or Asphyxiation, Lost Pack Containing Critically Needed Supplies, Weather Alaska, Mount Foraker, Infinite Spur",2007," Sue Nott (37) and Karen McNeill (37) registered with the National Park Service on March 13th as “Turtle Team” expedition for a climb of the Infinite Spur route on Mount Foraker. Nott checked ..."
13201212530,"Avalanche Alaska, Denali National Park, Mt. McKinley, West Buttress",2013," On July 22, Danish mountaineers Michael Pilegaard (26), Mads Knudsen (30), and Nicolai Bo Silver (26) set out from the 17,200-foot high camp for a summit attempt via a non-standard route up the ..."
13201213936,"Avalanche – Stranded Alaska, Denali National Park, Ruth Gorge, Mt. Dickey",2016,"On May 11, at approximately 5:30 p.m., rangers received a call from K2 Aviation saying that one of their pilots had spotted an SOS stamped in the snow above 747 Pass (between Mt. Dickey and Mt. Bra..."
13201212425,"Atypical Hace Alaska, Denali National Park, Mt. McKinley, West Buttress",2013," On June 3, an assistant guide (44) with American Alpine Institute radioed to NPS rangers at the 14,200-foot medical camp that he was descending from the fixed lines because he was not feeling w..."
13201212440,"Avalanche - Fall into Crevasse, Poor Position, Weather Alaska, Denali National Park, Mt. McKinley, West Buttress",2013," On June 13, a five-member Japanese expedition, “Miyagi Workers Alpine Federation–MWAF-2012 Denali,” was involved in an avalanche while descending the West Buttress of Denali. At an unknown time d..."
13201215153,"Avalanche  Alaska, Denali National Park, Mt. Hunter, Mini-Moonflower",2019,"On May 20, Britt Ruegger, 34, and I (age 29) were climbing the Mini-Moonflower Route when a debris avalanche swept the route and hit us as we were rappelling. We’d arrived at KIA (Kahiltna Internat..."
13201215151,"Avalanche – Proceeded Despite Hazardous Conditions Alaska, Denali National Park, West Fork of Ruth Glacier, Reality Ridge",2019,"In the early afternoon on May 3, a group of three ski mountaineers departed their base camp in the west fork of the Ruth Glacier. This was the first day of clearing following a storm that had laste..."
13201212528,"Frostbite - Exposure, Weather Alaska, Denali National Park, Mt. McKinley, West Buttress",2013," On June 13, a guided expedition operated by Rainier Mountaineering Inc. was caught near the summit of Denali in a sudden storm. On the descent to high camp at 17,200 feet, all seven members (age..."
13201212408,"Fall on Snow – Ski Mountaineering Descent, Exceeding Abilities Alaska, Denali National Park, Mt. McKinley, West Rib, Orient Express Couloir",2013,"Ilkka Uusitalo (36) and the three other members of expedition “L10 at Denali 2012” left the 14,200-foot camp on the West Buttress route to ascend and then ski down the couloir by the upper West Rib..."
13201215677,Know the Ropes: Avalanches Spring and Summer Hazards for Mountaineers,2020,"LAST JUNE I was guiding three people for a ski descent of the Coleman-Deming Route on Mt. Baker. Wind the previous day had exceeded 20 mph, loading fresh snow onto the Roman Wall, the 40° headwall ..."
13201201400,"Fall on Snow, Fatigue, Frostbite, Exposure Alaksa, Denali National Park, Mount McKinley, West Buttress",2012," On May 12, during a Mountain Trip expedition led by guide Dave Staehli (56), Jeremiah O’Sullivan (40) suffered a fall while descending Pig Hill at approximately the 19,700-foot level, below the s..."
13197904501,"Avalanches, Washington, Mt. Rainer ",1979,"AVALANCHESWashington, Mt. RainerOn May 31, Todd Davis (24) of Sitka, Alaska, was killed high on Mt. Rainier when a slab avalanche swept him and two other climbers about 2000 feet down the mountain...."
13198105503,"Fall on Rock, Party Separated, Exceeding Abilities, Inexperience, Wyoming, Tetons ",1981,"FALL ON ROCK, PARTY SEPARATED, EXCEEDING ABILITIES, INEXPERIENCEWyoming, TetonsOn July 21-23,1980, Matthew Maloney (22) and Phillippe Fayoux (22) were on a two-day backpacking trip in Death Canyon ..."
13201213088,"Stranded, Weather Canada, Yukon Territory, Kluane National Park, Mt. Eaton",2014,"The events in question occurred between May 7 and May 19. Prior to this, the climbers spent a week in Haines, Alaska, waiting to fly in to the Seward Glacier, during which time storms broke precipi..."
13200209502,"Rock Pulled Off—Broke Climbing Rope, Fall on Rock, Wyoming, Wind River Range, Cirque of the Towers, Wolf's Head Peak ",2002,"ROCK PULLED OFF–BROKE CLIMBING ROPE, FALL ON ROCKWyoming, Wind River Range, Cirque of the Towers, Wolf's Head PeakOn September 22, Michael “Scott” Shaw (31) of Talkeetna, Alaska, died in a mountain..."
13197500500,"Avalanche in a Bowl — Yuko, St. Elias Mountains, The Weisshorn ",1975,"AVALANCHE IN A BOWL—Yukon, St. Elias Mountains, The Weisshorn. After having climbed Mt. Hubbard and Mt. Kennedy, the Polish Mountain Expedition Alaska 1974 set out to climb the virgin peak, the Wei..."
13201212717,Know the Ropes: Lowering Revised PDF Available for Download,2013," Click the image below or ""Download Original PDF"" in left menu to download the revised and updated Know the Ropes section from the 2013 edition of Accidents in North American Mountaineering. "
13198503600,"Frostbite, Failure to Rewarm Extremities ",1985,"FROSTBITE, FAILURE TO REWARM EXTREMITIESAlaska, Mount McKinleyOn May 23, 1984, Doug Hansen (age unknown) reached the summit via Mount McKinley’s West Buttress. During the ascent, Hansen’s feet were..."
13198804201,"Falling Rock Ledge, Weather, Nevada, Red Rocks ",1988,"FALLING ROCK LEDGE, WEATHER Nevada, Red RocksThis is a report from Gary Bocardc (37), director of a guide service in Alaska, who was climbing on March 18, 1987, between sessions at the annual Ski I..."
13199702900,"Fall on Rock, Inadequate Protection, Failure to Follow Accepted Standards, California, Redmond ",1997,"FALL ON ROCK, INADEQUATE PROTECTION, FAILURE TO FOLLOW ACCEPTED STANDARDS California, RedmondOn September 21, Travis Hull (28), North American Wilderness Academy school administrator and master wil..."
13198004901,"Fall on Rock, Climbing Unroped, Washington, Sloan Peak ",1980,"FALL ON ROCK, CLIMBING UNROPEDWashington, Sloan PeakMatthew Strominger (22) fell 1,000 feet to his death on Sloan Peak on July 15. He and his two partners were only a few hundred feet from the summ..."
13199203802,"Fall on Rock, Protection Pulled Out, Minnesota, Minnesota State Park ",1992,"FALL ON ROCK, PROTECTION PULLED OUTMinnesota, Minnesota State ParkOn July 8, 1991, Nancy Czech (38) fell about 45 feet from a moderate rock climb in Minnesota State Park.“What she was climbing was ..."
13197500100,"Accidents in North American Mountaineering, Twenty-Eighth Annual Report of the Safety Committee of the American Alpine Club ",1975,This is the twenty-eighth Annual Report of the Safety Committee of the American Alpine Club and the fifteenth in conjunction with the Alpine Club of Canada. After several years of able leadership u...
13201206602,"Fall on Rock, New Hampshire, Cathedral Ledge, Recompense ",2012,"FALL ON ROCKNew Hampshire, Cathedral Ledge, RecompenseOn June 18, Mark Gallagher (48) was climbing Recompense when he fell, hit a ledge, and suffered a compound fracture of his lower left leg. Gall..."
13198004400,"Bad Weather, Exhaustion, Frostbite, Washington, Mt. Rainier ",1980,"BAD WEATHER, EXHAUSTION, FROSTBITE Washington, Mt. RainierA search and rescue operation which involved the use of five aircraft, four Seattle Mountain Rescue members and numerous NPS employees was ..."
13196202702,"Reported Mountaineering Accidents, Table II ",1962,TABLE II1951-601961Geographical DistrictsNumber of AccidentsDeathsTotalPersonsInvolvedNumber of AccidentsDeathsTotalPersonsInvolvedCanada —Alberta 323313British Columbia2410328Yukon Territory000101...
13196302902,"Table II ",1963,TABLE IIGeographicalNumber of1951-611962TotalPersons Number ofTotalPersonsDistrictsAccidentsDeathsInvolved Accidents Deaths InvolvedCanadaAlberta 636111British Columbia7618000Yukon Territory 101000...
13201214425,"Leader Fall and Lost Gear Lead to Stranding Wyoming, Grand Teton, Petzoldt Ridge",2017,"On August 9, at approximately 4:15 p.m., ranger Schuster received a transferred cell phone call from a climbing party on the Lower Exum Ridge of the Grand Teton. The&nbsp;caller stated that he was in vi..."
13198101700,"Exposure, Exhaustion, Hypothermia, Inexperience, Bad Weather ",1981,"EXPOSURE, EXHAUSTION, HYPOTHERMIA, INEXPERIENCE, BAD WEATHERAlaska, Mt. McKinleyOn May 15, 1980, Manfred Loibl and Margaret Huschke (ages unknown) of Munich, Germany, were flown to the Kahiltna Gla..."
13196402602,"Reported Mountaineering Accidents, Table III ",1964,TABLE III1951-621963GeographicalDistrictsNumber of AccidentsDeathsTotalPersonsInvolvedNumber of AccidentsDeathsTotalPersonsInvolvedCanadaAlberta747303British Columbia7618515Yukon Territory101000Que...
13196803102,"Reported Mountaineering Accidents, Table II ",1968,TABLE II1951-661967GeographicalDistrictsNumber of AccidentsDeathsTotalPersonsInvolvedNumber of AccidentsDeathsTotalPersonsInvolvedCanadaAlberta16719111British Columbia181035111Yukon Territory111102...
13196903102,"Reported Mountaineering Accidents, Table II ",1969,Geographical DistrictsNumber of Accidents1951-67 DeathsTotal Persons InvolvedNumber of Accidents1968 DeathsTotal Persons InvolvedCanadaAlberta 191023517British Columbia311251516Yukon Territory 3141...
13197001802,"Reported Mountaineering Accidents, Table II ",1970,GeographicalDistrictsNumber of Accidents1951-68DeathsTotalPersonsInvolvedNumber of Accidents1969DeathsTotalPersonsInvolvedCanadaAlberta251131000British Columbia36135711117Yukon Territory448111Ontar...
13198906002,"Avalanche, Poor Position, Eyeglasses Removed, New Hampshire, Huntington Ravine ",1989,"AVALANCHE, POOR POSITION, EYEGLASSES REMOVED New Hampshire, Huntington RavineOn March 13, 1988, at 1000 Charles Graves (36) and Robert Kaufman (26) started up a mixed snow/ice climb known as Damnat..."
13199303900,"Fall on Rock, Fatigue, Loss of Concentration, California, Yosemite Valley, Cathedral Spires ",1993,"FALL ON ROCK, FATIGUE, LOSS OF CONCENTRATION California, Yosemite Valley, Cathedral SpiresOn the evening of May 27, 1992, the park received a report of an accident on Higher Cathedral Rock. The rep..."
13196502402,"Reported Mountaineering Accidents, Table II ",1965,1951-631964GeographicalDistrictsNumber of AccidentsDeathsTotalPersonsInvolvedNumber of AccidentsDeaths TotalPersonsInvolvedCanadaAlberta10410426British Columbia13724518Yukon Territory101000Quebec11...
13196602302,"Reported Mountaineering Accidents, Table II ",1966,TABLE II1951-641965Geographical DistrictsNumber of AccidentsDeathsTotal Persons InvolvedNumber of AccidentsDeathsTotal Persons InvolvedCanadaAlberta 14616000British Columbia18832000Yukon Territory...
13196702502,"Reported Mountaineering Accidents, Table II ",1967,1951-651966GeographicalDistrictsNumber of AccidentsDeathsTotalPersonsInvolvedNumber of AccidentsDeathsTotalPersonsInvolvedCanadaAlberta14616213British Columbia18832223Yukon Territory101000Quebec111...
13197101802,"Reported Mountaineering Accidents, Table II ",1971,Geographical DistrictsNumber of Accidents1951–69Total Persons InvolvedNumber of Accidents1970Total Persons InvolvedDeathsDeathsCanadaAlberta 251131000British Columbia471474737Yukon Territory559000O...
13197202202,"Reported Mountaineering Accidents, Table II ",1972,GeographicalDistrictsNumber of Accidents1951-70DeathsTotalPersonsInvolvedNumber of Accidents1971DeathsTotalPersonsInvolvedCanadaAlberta 261332416British Columbia 5717849210Yukon Territory 5494413On...
13197303000,"Reported Mountaineering Accidents, Table II ",1973,1951-711972Geographical DistrictsNumber of AccidentsDeathsTotal Persons InvolvedNumber of AccidentsDeathsTotal Persons InvolvedCanadaAlberta30143820627British Columbia6619947511Yukon Territory98220...
13197601900,"Reported Mountaineering Accidents, Table II ",1976,1951-741975GeographicalDistrictsNumberofAccidentsDeathsTotalPersonsInvolvedNumberofAccidentsDeathsTotalPersonsInvolvedCanadaAlberta512066British Columbia8229152Yukon Territory101028Ontario111Quebec...
13198206900,"Reported Mountaineering Accidents, Table II ",1982,1951—801981Geographical DistrictsNumber of AccidentsDeathsTotal Persons InvolvedNumber of AccidentsDeathsTotal Persons InvolvedCanadaAlberta1044319126380British Columbia1295724311323Yukon Territory...
13198304902,"Bad Weather, Hypothermia, Frostbite, Inadequate Equipment, Inexperience — New Mexico, Wheeler Peak ",1983,"BAD WEATHER, HYPOTHERMIA, FROSTBITE, INADEQUATE EQUIPMENT, INEXPERIENCENew Mexico, Wheeler PeakOn May 14, 1982, Steve Hendley (20) and Chris Dolby (20) were descending from the 4300-meter summit of..."
13198307900,"Reported Mountaineering Accidents, Table II ",1983,Geographical Districts1951-811982Number of AccidentsDeathsTotal Persons InvolvedNumber of AccidentsDeathsTotal Persons InvolvedCanadaAlberta1304627124556British Colombia1406026618646Yukon Territory...
13198406900,"Reported Mountaineering Accidents, Table II ",1984,GeographicalDistrictsNumber of Accidents1951-82DeathsTotal Persons InvolvedNumber ofAccidents1983DeathsTotal Persons - InvolvedCanadaAlbertaBritish ColumbiaYukon TerritoryOntarioQuebecEast ArcticWe...
13198508500,"Reported Mountaineering Accidents, Table II ",1985,GeographicalDistrictsNumber of Accidents1951-83DeathsTotal Persons InvolvedNumber of Accidents1984DeathsTotal Persons InvolvedCanadaAlberta1685536617241British Columbia173693496312Yukon Territory20...
13200109900,"Reported Mountaineering Accidents, Table II ",2001,1951–19992000GeographicalDistrictsNumber of AccidentsDeathsTotalPersonsInvolvedNumber of AccidentsDeathsTotalPersonsInvolvedCanadaAlberta41612092015622British Columbia271105604418Yukon Territory332...
13201212000,"Reported Mountaineering Accidents, Table II ",2012,1951-20102011Geographical DistrictsNumber of AccidentsDeathsTotal Persons InvolvedNumber of AccidentsDeathsTotal Persons InvolvedCanadaN.B.Alberta5201421033British Columbia317119641Yukon Territor...
13197402100,"Reported Mountaineering Accidents, Table II ",1974,1951-721973NumberTotalNumberTotalGeographicalofPersonsofPersonsDistrictsAccidentsDeathsInvolvedAccidentsDeathsInvolvedCanadaAlberta502065101British Columbia7324105424Yukon Territory9822000Ontario11...
13197502300,"Reported Mountaineering Accidents, Table II ",1975,GeographicalDistricts1951-731974Number of AccidentsDeathsTotal Persons InvolvedNumber of AccidentsDeathsTotal Persons InvolvedCanadaAlberta512066000British Columbia77261095343Yukon Territory9822126...
13197704900,"Reported Mountaineering Accidents, Table II ",1977,TABLE IIEd. Note: The astute reader will notice that the total number of accidents reported in Table I does not coincide with the number of accidents reported here for the current year. This is bec...
13197804300,"Reported Mountaineering Accidents, Table II ",1978,1951-761977GeographicalDistrictsNumber of AccidentsDeathsTotal Persons InvolvedNumber of AccidentsDeathsTotal Persons InvolvedCanadaAlberta57239912215British Columbia923116216940Yukon Territory1010...
13197905900,"Reported Mountaineering Accidents, Table II ",1979,GeographicalDistricts1951-771978NumberofAccidentsDeathsTotalPersonsInvolvedNumberofAccidentsDeathsTotalPersonsInvolvedCanadaAlberta692511412613British Columbia10640202344Yukon Territory101928000Ont...
13198005900,"Reported Mountaineering Accidents, Table II ",1980,GeographicalDistricts1951-781979NumberofAccidentsDeathsTotalPersonsInvolvedNumberofAccidentsDeathsTotalPersonsInvolvedCanadaAlberta713112711612British Columbia1094420612913Yukon Territory101928202O...
13198708900,"Statistical Tables, Reported Mountaineering Accidents, Table II ",1987,GeographicalDistrictsNumberofAccidents1951-1985DeathsTotalPersonsInvolvedNumberofAccidents1986DeathsTotalPersonInvolveCanadaAlberta2015744018941British Columbia187743841429Yukon Territory2022512110...
13198807300,"Reported Mountaineering Accidents, Table II ",1988,GeographicalDistricts1951-86NumberofAccidents DeathsTotalPersonsInvolvedNumberofAccidents1987DeathsTotalPersonsInvolvedCanadaAlberta219664816016British Columbia11987841314546Yukon Territory22236112...
13198908500,"Reported Mountaineering Accidents, Table II ",1989,1951--19871988GeographicalDistrictNumberofAccidentsDeathsTotalPersonsInvolvedNumberofAccidentsDeathsTotalPersonsInvolvedCanadaAlberta225664977219British Columbia212834597217Yukon Territory292563000...
13199206500,"Reported Mountaineering Accidents, Table II ",1992,1951-19901991Geographical DistrictsNumber of AccidentsTotalTotalDeathsPersonsInvolvedNumber of AccidentsDeathsPersonsInvolvedCanadaAlberta2617657415540British Columbia229894965126Yukon Territory292...
13199308800,"Reported Mountaineering Accidents, Table II ",1993,GeographicalDistricts1951–19911992Number of AccidentsDeathsTotalPersonsInvolvedNumber of AccidentsDeathsTotalPersonsInvolvedCanadaAlberta276816149417British Columbia234905225215Yukon Territory29256...
13199406400,"Reported Mountaineering Accidents, Table II ",1994,1951–19921993Geographical DistrictsNumber of AccidentsDeathsTotal Persons InvolvedNumber of AccidentsDeathsTotal Persons InvolvedCanadaAlberta28585618191035British Columbia23992524437Yukon Territor...
13199608400,"Reported Mountaineering Accidents, Table II ",1996,1951-19941995GeographicalDistrictsNumber of AccidentsDeathsTotalPersonsInvolvedNumber of AccidentsDeathsTotalPersonsInvolvedCanadaAlberta3229869816532British Columbia24997542204Yukon Territory32266...
13199706700,"Reported Mountaineering Accidents Table II ",1997,GeographicalDistricts1951-19951996Number of AccidentsDeathsTotalPersonsInvolvedNumber of AccidentsDeathsTotalPersonsInvolvedCanadaAlberta338103730British Columbia25197546Yukon Territory332673Ontari...
